Validating: /home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP3/RUN_20260228_060352/dsl/ITER2_20260228_060413.LIRAs
FAILURE: Validation errors found.

[ERROR] Line 11: missing RULE_NL at 'fetch'
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: The same agent cannot be used in more than one sequence..
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 25: Agent name must be one of the names specified in the pattern.
[ERROR] Line 27: Agent name must be one of the names specified in the pattern.
[ERROR] Line 27: Agent name must be one of the names specified in the pattern.
[ERROR] Line 36: The same agent cannot be used in more than one sequence..
[ERROR] Line 36: Agent name must be one of the names specified in the pattern.
[ERROR] Line 36: Agent name must be one of the names specified in the pattern.
[ERROR] Line 36: The same agent cannot be used in more than one sequence..
[ERROR] Line 36: Agent name must be one of the names specified in the pattern.
[ERROR] Line 36: Agent name must be one of the names specified in the pattern.
[ERROR] Line 37: The same agent cannot be used in more than one sequence..
[ERROR] Line 37: Agent name must be one of the names specified in the pattern.
[ERROR] Line 37: Agent name must be one of the names specified in the pattern.
[ERROR] Line 37: The same agent cannot be used in more than one sequence..
[ERROR] Line 37: Agent name must be one of the names specified in the pattern.
[ERROR] Line 37: Agent name must be one of the names specified in the pattern.
[ERROR] Line 39: The same agent cannot be used in more than one sequence..
[ERROR] Line 41: The same agent cannot be used in more than one sequence..
[ERROR] Line 41: Agent name must be one of the names specified in the pattern.
[ERROR] Line 41: Agent name must be one of the names specified in the pattern.
[ERROR] Line 41: The same agent cannot be used in more than one sequence..
[ERROR] Line 41: Agent name must be one of the names specified in the pattern.
[ERROR] Line 41: Agent name must be one of the names specified in the pattern.
